Id,Label,Station Id,Latitude,Longitude,Capacity,PhysicalConfiguration,PostalCode,PostalCodeArea,Name
Howard Park Ave / Dundas St W - SMART,Howard Park Ave / Dundas St W - SMART,7247,43.6521,-79.4486,12,SMARTMAPFRAME,NULL,NULL,Howard Park Ave / Dundas St W - SMART
Eastwood Rd / Coxwell Ave,Eastwood Rd / Coxwell Ave,7445,43.673118,-79.318651,19,REGULAR,M4L 3B5,M4L,Eastwood Rd / Coxwell Ave
Gerrard St E / Malvern Ave - SMART,Gerrard St E / Malvern Ave - SMART,7503,43.685221,-79.294766,20,SMARTMAPFRAME,M4E 2E1,M4E,Gerrard St E / Malvern Ave - SMART
Dundas St W / St Helen Ave - SMART,Dundas St W / St Helen Ave - SMART,7666,43.6504218,-79.4407647,26,SMARTMAPFRAME,M6K 1V6,M6K,Dundas St W / St Helen Ave - SMART
161 Bleecker St (South of Wellesley),161 Bleecker St (South of Wellesley),7071,43.666233,-79.373327,23,REGULAR,NULL,NULL,161 Bleecker St (South of Wellesley)
Sumach St  / Queen St E,Sumach St  / Queen St E,7489,43.656638,-79.358749,19,REGULAR,M5A 1V1,M5A,Sumach St  / Queen St E
Simcoe St / Dundas St W - SMART,Simcoe St / Dundas St W - SMART,7668,43.6558557,-79.3894093,20,ELECTRICBIKESTATION,M5G 1W7,M5G,Simcoe St / Dundas St W - SMART
Queen St E / Alton Av,Queen St E / Alton Av,7336,43.663912,-79.327987,19,REGULAR,NULL,NULL,Queen St E / Alton Av
Queen St E / Woodward Ave,Queen St E / Woodward Ave,7303,43.665269,-79.319796,19,REGULAR,NULL,NULL,Queen St E / Woodward Ave
Fleet St / Bathurst St,Fleet St / Bathurst St,7072,43.636611,-79.400042,23,REGULAR,M6G1X2,M6G,Fleet St / Bathurst St
Davenport Rd / Avenue Rd,Davenport Rd / Avenue Rd,7129,43.674991,-79.396273,11,REGULAR,NULL,NULL,Davenport Rd / Avenue Rd
Bloor St W / Dundas St W,Bloor St W / Dundas St W,7174,43.6563889,-79.45166667,15,REGULAR,NULL,NULL,Bloor St W / Dundas St W
12 Harbour St,12 Harbour St,7383,43.6425636,-79.3762,15,REGULAR,NULL,NULL,12 Harbour St
Bathurst Subway Station,Bathurst Subway Station,7154,43.6666667,-79.41166667,23,REGULAR,NULL,NULL,Bathurst Subway Station
Jimmie Simpson Park (Queen St E),Jimmie Simpson Park (Queen St E),7103,43.6605603,-79.3437663,15,REGULAR,NULL,NULL,Jimmie Simpson Park (Queen St E)
Clendenan Ave / Rowland St - SMART,Clendenan Ave / Rowland St - SMART,7444,43.66073,-79.47149,20,SMARTMAPFRAME,M6P 2X6,M6P,Clendenan Ave / Rowland St - SMART
Crawford St / Queen St W,Crawford St / Queen St W,7329,43.645665,-79.415345,19,REGULAR,NULL,NULL,Crawford St / Queen St W
Ossington Ave / College St,Ossington Ave / College St,7184,43.6544915,-79.422634,11,REGULAR,NULL,NULL,Ossington Ave / College St
Orchard Park,Orchard Park,7446,43.66908,-79.3149,19,REGULAR,M4L 1M7,M4L,Orchard Park
Ossington Ave / Harrison St,Ossington Ave / Harrison St,7209,43.65111111,-79.42138889,19,REGULAR,NULL,NULL,Ossington Ave / Harrison St
Madison Ave / Bloor St W,Madison Ave / Bloor St W,7003,43.667158,-79.402761,15,REGULAR,NULL,NULL,Madison Ave / Bloor St W
324 Cherry St,324 Cherry St,7492,43.6482995,-79.3552533,19,REGULAR,M5A 1B6,M5A,324 Cherry St
Beltline Trail / Chaplin Cres.,Beltline Trail / Chaplin Cres.,7355,43.704461,-79.423122,15,REGULAR,NULL,NULL,Beltline Trail / Chaplin Cres.
Waterfront Trail (Rouge Hill),Waterfront Trail (Rouge Hill),7616,43.778015,-79.131911,19,REGULAR,M1C 5G5,M1C,Waterfront Trail (Rouge Hill)
Queen St E / Nursewood Rd,Queen St E / Nursewood Rd,7364,43.673831,-79.281455,18,REGULAR,NULL,NULL,Queen St E / Nursewood Rd (Neville Park Loop)
Lower Jarvis / The Esplanade,Lower Jarvis / The Esplanade,7686,43.6478206,-79.3704721,15,REGULAR,M5E 1Z2,M5E,NULL
Humberside Grounds - SMART,Humberside Grounds - SMART,7501,43.65917,-79.46997,20,SMARTMAPFRAME,M6P 3G4,M6P,Humberside Grounds - SMART
Queens Quay / Yonge St,Queens Quay / Yonge St,7168,43.641646,-79.375308,31,REGULAR,NULL,NULL,Queens Quay / Yonge St
Trent Ave / Danforth Ave,Trent Ave / Danforth Ave,7447,43.689293,-79.295895,23,REGULAR,M4C 1M2,M4C,Trent Ave / Danforth Ave
George St / King St E,George St / King St E,7373,43.6509552,-79.3707,15,REGULAR,NULL,NULL,George St / King St E
Queen St W  /  Fuller Ave - SMART,Queen St W  /  Fuller Ave - SMART,7232,43.640255,-79.439223,16,SMARTMAPFRAME,NULL,NULL,Queen St W  /  Fuller Ave - SMART
Bay St / Harbour St (West),Bay St / Harbour St (West),7683,43.64191,-79.378325,15,REGULAR,M5J 1B7,M5J,NULL
King St E / Jarvis St,King St E / Jarvis St,7009,43.650325,-79.372287,25,REGULAR,NULL,NULL,King St E / Jarvis St
Berkeley St / Dundas St E - SMART,Berkeley St / Dundas St E - SMART,7508,43.658816,-79.367318,18,SMARTMAPFRAME,M5A 2A7,M5A,Berkeley St / Dundas St E - SMART
Yonge St / Bloor St,Yonge St / Bloor St,7246,43.669969,-79.386532,14,REGULAR,NULL,NULL,Yonge St / Bloor St
King St W / Bay St (East Side),King St W / Bay St (East Side),7118,43.648575,-79.380042,19,REGULAR,NULL,NULL,King St W / Bay St (East Side)
Braemar Ave / Eglinton Ave W,Braemar Ave / Eglinton Ave W,7619,43.7041957,-79.4094472,14,REGULAR,A1a1a1,A1a,Braemar Ave / Eglinton Ave W
Parkside Dr / Bloor St W - SMART,Parkside Dr / Bloor St W - SMART,7223,43.654501,-79.460053,12,SMARTMAPFRAME,NULL,NULL,Parkside Dr / Bloor St W - SMART
Symington Ave / Dupont St,Symington Ave / Dupont St,7476,43.665538,-79.451263,15,REGULAR,M6P 3S3,M6P,Symington Ave / Dupont St
457 King St W,457 King St W,7323,43.6452091,-79.3960744,19,REGULAR,NULL,NULL,457 King St. W. at Spadina
Front St W / Yonge St (Hockey Hall of Fame),Front St W / Yonge St (Hockey Hall of Fame),7048,43.646144,-79.377962,47,REGULAR,NULL,NULL,Front St W / Yonge St (Hockey Hall of Fame)
Amroth Ave / Danforth Ave,Amroth Ave / Danforth Ave,7659,43.6856128,-79.3116827,19,REGULAR,M4C 1K1,M4C,Amroth Ave / Danforth Ave
Eglinton Ave E / Redpath Ave,Eglinton Ave E / Redpath Ave,7620,43.7078691,-79.39248,15,REGULAR,A1a1a1,A1a,Eglinton Ave E / Redpath Ave
Glendonwynne Ave / Bloor St W,Glendonwynne Ave / Bloor St W,7466,43.65182,-79.47421,19,REGULAR,M6S 1N3,M6S,Glendonwynne Ave / Bloor St W
Lawton Blvd / Yonge St,Lawton Blvd / Yonge St,7379,43.6910667,-79.39535,15,REGULAR,NULL,NULL,Lawton Blvd / Yonge St
Danforth Ave / Barrington Ave,Danforth Ave / Barrington Ave,7083,43.688325,-79.300463,15,REGULAR,NULL,NULL,Danforth Ave / Barrington Ave
Joseph J Piccininni Community Centre,Joseph J Piccininni Community Centre,7527,43.675648,-79.4527619,19,REGULAR,M6E 1C5,M6E,Joseph J Piccininni Community Centre
Highfield Rd / Gerrard St E,Highfield Rd / Gerrard St E,7571,43.671771,-79.324961,19,REGULAR,M4L 1Y7,M4L,Highfield Rd / Gerrard St E
Richmond St W / York St,Richmond St W / York St,7599,43.650745,-79.383633,17,REGULAR,M5H 3K6,M5H,Richmond St W / York St
Dundas St E / Boulton Ave - SMART,Dundas St E / Boulton Ave - SMART,7433,43.663148,-79.347938,16,SMARTMAPFRAME,M4M 2J6,M4M,Dundas St E / Boulton Ave - SMART
Queen St E / Hammersmith Ave,Queen St E / Hammersmith Ave,7315,43.671349,-79.29451,11,REGULAR,NULL,NULL,Queen St E / Hammersmith Ave
Queen's Park Cres W / Hoskin Ave,Queen's Park Cres W / Hoskin Ave,7457,43.665221,-79.394009,23,REGULAR,M5S 1H7,M5S,Queen's Park Cres W / Hoskin Ave
Queen St W / James St,Queen St W / James St,7275,43.652276,-79.380701,11,REGULAR,NULL,NULL,Queen St W / James St
Sackville St / Eastern Ave - SMART,Sackville St / Eastern Ave - SMART,7493,43.653809,-79.3595,12,SMARTMAPFRAME,M5A 3E1,M5A,Sackville St / Eastern Ave - SMART
Havelock St / Dewson St,Havelock St / Dewson St,7711,43.6554793,-79.4302462,15,REGULAR,M6H 3B3,M6H,NULL
Adelaide St W / Brant St,Adelaide St W / Brant St,7463,43.6462574,-79.3973381,17,REGULAR,M5V 1S4,M5V,Adelaide St W / Brant St
Lake Shore Blvd W / Windermere Ave,Lake Shore Blvd W / Windermere Ave,7225,43.634896,-79.467763,19,REGULAR,NULL,NULL,Lake Shore Blvd W / Windermere Ave
Runnymede Rd / Annette St,Runnymede Rd / Annette St,7635,43.6596299,-79.4799176,15,REGULAR,M6S 2Z6,M6S,Runnymede Rd / Annette St
Priscilla  Ave / Dundas St W,Priscilla  Ave / Dundas St W,7562,43.664665,-79.489385,23,REGULAR,M6S 2S1,M6S,Priscilla  Ave / Dundas St W
Front St W / Bay St (North Side),Front St W / Bay St (North Side),7169,43.646162,-79.378912,11,REGULAR,NULL,NULL,Front St W / Bay St (North Side)
Martin Goodman Trail / Remembrance Dr,Martin Goodman Trail / Remembrance Dr,7440,43.63121,-79.41414,27,REGULAR,12322,123,Martin Goodman Trail / Ontario Dr
Judson St / Royal York Rd,Judson St / Royal York Rd,7637,43.6162721,-79.4990363,19,REGULAR,M8Z 1A6,M8Z,Judson St / Royal York
Marlee Ave / York Beltline Trail,Marlee Ave / York Beltline Trail,7746,43.70163,-79.44099,19,VAULT,M6E 3B6,M6E,NULL
Wright Ave / Sorauren Ave - SMART,Wright Ave / Sorauren Ave - SMART,7231,43.646677,-79.442741,18,SMARTMAPFRAME,NULL,NULL,Wright / Sorauren (Sorauren Park) - SMART
Vaughan Rd / Oakwood Ave,Vaughan Rd / Oakwood Ave,7618,43.6926825,-79.441042,19,REGULAR,A1a1a1,A1a,Vaughan Rd / Oakwood Ave
Dundas St W / Yonge St,Dundas St W / Yonge St,7038,43.656094,-79.381484,31,REGULAR,NULL,NULL,Dundas St W / Yonge St
Emerson Ave / Bloor St W,Emerson Ave / Bloor St W,7521,43.659055,-79.440764,23,REGULAR,M6H 1N6,M6H,Emerson Ave / Bloor St W
Gerrard St E / Broadview - SMART,Gerrard St E / Broadview - SMART,7286,43.665656,-79.352055,18,SMARTMAPFRAME,NULL,NULL,Gerrard St E / Broadview - SMART
Church St / Dundas St E - SMART,Church St / Dundas St E - SMART,7270,43.657024,-79.377257,15,SMARTMAPFRAME,NULL,NULL,Church St / Dundas St E - SMART
Southwood Dr / Kingston Rd - SMART,Southwood Dr / Kingston Rd - SMART,7483,43.678685,-79.297974,12,SMARTMAPFRAME,M4E 1R3,M4E,Southwood Dr / Kingston Rd - SMART
Lansdowne Ave / Whytock Ave,Lansdowne Ave / Whytock Ave,7181,43.65388889,-79.44138889,15,REGULAR,NULL,NULL,Lansdowne Ave / Whytock Ave
Fairmount Park,Fairmount Park,7607,43.6765897,-79.3163022,19,REGULAR,A1a1a1,A1a,Fairmount Park
285 Victoria St,285 Victoria St,7660,43.656633,-79.379625,19,REGULAR,M5B 2L6,M5B,285 Victoria St
Rosedale Park (20 Schofield Ave),Rosedale Park (20 Schofield Ave),7359,43.682645,-79.377557,23,REGULAR,NULL,NULL,Rosedale Park (20 Schofield Ave)
Bay St / Harbour St (East),Bay St / Harbour St (East),7684,43.64215,-79.377,23,REGULAR,M5E,M5E,NULL
St Clarens Ave / College St,St Clarens Ave / College St,7183,43.651238,-79.43868,15,REGULAR,NULL,NULL,St Clarens Ave / College St
Sentinel Rd / Finch Hydro Corridor,Sentinel Rd / Finch Hydro Corridor,7585,43.7641485,-79.5012809,27,REGULAR,M3J 1V6,M3J,Sentinel Rd / Finch Hydro Corridor
St Clair Ave W / Robina Ave,St Clair Ave W / Robina Ave,7700,43.68005,-79.43469,15,REGULAR,M6C1C6,M6C,NULL
Randolph Ave / Perth Ave,Randolph Ave / Perth Ave,7728,43.6585504,-79.4497659,19,REGULAR,M6P 4G5,M6P,NULL
Wallace Ave / Symington Ave - SMART,Wallace Ave / Symington Ave - SMART,7265,43.661324,-79.449534,12,SMARTMAPFRAME,NULL,NULL,Wallace Ave / Symington Ave - SMART
Humber Bay Shores Park / Marine Parade Dr,Humber Bay Shores Park / Marine Parade Dr,7514,43.626265,-79.476723,31,REGULAR,1324,132,Humber Bay Shores Park / Marine Parade Dr
Pacific Ave / Glenlake Ave,Pacific Ave / Glenlake Ave,7441,43.65716,-79.46478,27,REGULAR,12445,124,Pacific Ave / Glenlake Ave
Yonge St / Macpherson Ave,Yonge St / Macpherson Ave,7725,43.6791876,-79.390719,15,REGULAR,M4W 2L8,M4W,NULL
Kings Mill Park,Kings Mill Park,7658,43.64920407,-79.49336334,27,REGULAR,M8X 1A3,M8X,Kings Mill Park
Superior Ave / Lake Shore Blvd W,Superior Ave / Lake Shore Blvd W,7516,43.6146692,-79.4873148,17,REGULAR,M8V 2M1,M8V,Superior Ave / Lake Shore Blvd W
Gerrard Square Mall (1010 Gerrard St E),Gerrard Square Mall (1010 Gerrard St E),7337,43.668553,-79.338673,19,REGULAR,NULL,NULL,Gerrard Square Mall (1010 Gerrard St E)
Christie St / Dupont St,Christie St / Dupont St,7691,43.67168,-79.421192,19,REGULAR,M6G 1Z4,M6G,NULL
Yonge St / Woburn Ave - SMART,Yonge St / Woburn Ave - SMART,7670,43.7281464,-79.4032194,12,SMARTMAPFRAME,M4N 2L1,M4N,Yonge St / Woburn Ave - SMART
Noble St / Queen St W,Noble St / Queen St W,7633,43.6424558,-79.4296346,15,REGULAR,M6K 1L3,M6K,Noble St / Queen St W
Humber Bay Shores Park West,Humber Bay Shores Park West,7288,43.6224434,-79.480284,31,REGULAR,NULL,NULL,Humber Bay Shores Park West
Neil McLellan Park,Neil McLellan Park,7480,43.65143,-79.47779,14,REGULAR,M6S 3B4,M6S,Neil McLellan Park
Willcocks St / St. George St,Willcocks St / St. George St,7066,43.662085,-79.397735,17,REGULAR,NULL,NULL,Willcocks St / St. George St
Tyndall Ave / King St W - SMART,Tyndall Ave / King St W - SMART,7422,43.638426,-79.429142,16,SMARTMAPFRAME,M6K 2E2,M6K,Tyndall Ave / King St W - SMART
Bridgeman Ave / Bathurst St,Bridgeman Ave / Bathurst St,7142,43.674444,-79.414722,15,REGULAR,NULL,NULL,Bridgeman Ave / Bathurst St
St Clair Ave W / Castleton Ave,St Clair Ave W / Castleton Ave,7563,43.668496,-79.485426,19,REGULAR,M6N 4Z5,M6N,St Clair Ave W / Castleton Ave
Orde St / McCaul St,Orde St / McCaul St,7547,43.6580442,-79.3927404,15,REGULAR,M5T 1W6,M5T,Orde St / McCaul St
Erskine Ave / Yonge St SMART,Erskine Ave / Yonge St SMART,7380,43.7112153,-79.39894,16,SMARTMAPFRAME,NULL,NULL,Erskine Ave / Yonge St SMART
High Park Amphitheatre,High Park Amphitheatre,7461,43.645653,-79.464366,22,REGULAR,M6R 2Z3,M6R,High Park Amphitheatre
Keele St / Vine Ave,Keele St / Vine Ave,7415,43.66686,-79.46526,23,REGULAR,M6P 3K2,M6P,Keele St / Vine Ave
Cherry Beach,Cherry Beach,7344,43.637764,-79.345359,49,REGULAR,NULL,NULL,Cherry Beach
Metro Hall Plaza,Metro Hall Plaza,7053,43.645859,-79.38783,27,REGULAR,NULL,NULL,Metro Hall Plaza
200 Bloor St E,200 Bloor St E,7332,43.671561,-79.38117,23,REGULAR,NULL,NULL,200 Bloor St. E.
Swansea Community Centre,Swansea Community Centre,7559,43.6438036,-79.4770327,15,REGULAR,M6S 4Z9,M6S,Swansea Community Centre
Cosburn Ave / Durant Ave,Cosburn Ave / Durant Ave,7572,43.6935477,-79.3301658,15,REGULAR,M4J 3R7,M4J,Cosburn Ave / Durant Ave
Queen St. E / Eastern Ave,Queen St. E / Eastern Ave,7314,43.667208,-79.312315,15,REGULAR,NULL,NULL,Queen St. E / Eastern Ave
Queen St E / Pape Ave - SMART,Queen St E / Pape Ave - SMART,7287,43.661673,-79.337789,16,SMARTMAPFRAME,NULL,NULL,Queen St E / Pape Ave - SMART
Oriole Pkwy / Kilbarry Rd,Oriole Pkwy / Kilbarry Rd,7643,43.6954486,-79.4026176,19,REGULAR,M5P 2G8,M5P,Oriole Pkwy / Kilbarry Rd
Wellesley St / Queen's Park Cres,Wellesley St / Queen's Park Cres,7008,43.663376,-79.392125,19,REGULAR,NULL,NULL,Wellesley St / Queen's Park Cres
The Pond Rd / Sentinel Rd,The Pond Rd / Sentinel Rd,7584,43.7696262,-79.5025943,27,REGULAR,M3J 2S5,M3J,The Pond Rd / Sentinel Rd
Jameson Ave / Queen St W,Jameson Ave / Queen St W,7568,43.63985,-79.43703,27,REGULAR,M6K 1M3,M6K,Jameson Ave / Queen St W
St Clair Ave W / Caledonia Rd,St Clair Ave W / Caledonia Rd,7698,43.6754247,-79.4547813,13,REGULAR,M6E 1C7,M6E,NULL
Guildwood GO Station (South),Guildwood GO Station (South),7624,43.754978,-79.1971289,11,REGULAR,M1E 2M3,M1E,Guildwood GO Station (South)
Dufferin St / Sylvan Av (Dufferin Grove Park),Dufferin St / Sylvan Av (Dufferin Grove Park),7150,43.6555556,-79.43361111,19,REGULAR,NULL,NULL,Dufferin St / Sylvan Av (Dufferin Grove Park)
Marilyn Bell Park Tennis Court,Marilyn Bell Park Tennis Court,7430,43.633537,-79.437461,27,REGULAR,M6K 3C1,M6K,Marilyn Bell Park Tennis Court
Ursula Franklin St / Huron St - SMART,Ursula Franklin St / Huron St - SMART,7600,43.660274,-79.398049,20,SMARTMAPFRAME,M5S 2S2,M5S,Russell St / Huron St - SMART
Queen St E / Berkeley St,Queen St E / Berkeley St,7110,43.6552778,-79.36583333,15,REGULAR,NULL,NULL,Queen St E / Berkeley St
Pottery Rd / Lower Don River Trail,Pottery Rd / Lower Don River Trail,7454,43.688148,-79.362101,15,REGULAR,M4K 2B9,M4K,Pottery Rd / Lower Don River Trail
Sunnyside Ave / The Queensway - SMART,Sunnyside Ave / The Queensway - SMART,7496,43.6397,-79.44865,19,SMARTMAPFRAME,M6R 1B4,M6R,Sunnyside Ave / The Queensway - SMART
Gamble Ave / Broadview Ave,Gamble Ave / Broadview Ave,7349,43.689211,-79.35438,23,REGULAR,NULL,NULL,Gamble Ave / Broadview Ave
Rusholme Park Cres / College St,Rusholme Park Cres / College St,7205,43.65277778,-79.42972222,15,REGULAR,NULL,NULL,Rusholme Park Cres / College St
Queen St. E / Spruce Hill Rd.,Queen St. E / Spruce Hill Rd.,7316,43.672571,-79.289,15,REGULAR,NULL,NULL,Queen St. E / Spruce Hill Rd.
Livingston Rd / Guildwood Pkwy,Livingston Rd / Guildwood Pkwy,7612,43.747854,-79.199327,19,REGULAR,M1E 1P4,M1E,Livingston Rd / Guildwood Pkwy
Humber Bay Shores Park East,Humber Bay Shores Park East,7289,43.6308933,-79.4722622,23,REGULAR,NULL,NULL,Humber Bay Shores Park East
Fulton Ave / Pape Ave,Fulton Ave / Pape Ave,7353,43.68395,-79.347046,19,REGULAR,NULL,NULL,Fulton Ave / Pape Ave
St Clair Ave W / Gunns Rd,St Clair Ave W / Gunns Rd,7565,43.672079,-79.470171,23,REGULAR,M6N 4X9,M6N,St Clair Ave W / Gunns Rd
265 Armadale Ave,265 Armadale Ave,7729,43.6501644,-79.4829691,31,ELECTRICBIKESTATION,M6S 1P5,M6S,NULL
Glebe Rd W / Yonge St,Glebe Rd W / Yonge St,7579,43.7005976,-79.397345,19,REGULAR,M4S 1Z7,M4S,Glebe Rd W / Yonge St
Kilgour Rd / Rumsey Rd,Kilgour Rd / Rumsey Rd,7663,43.718039,-79.371914,17,REGULAR,M4G 2V9,M4G,Kilgour Rd / Rumsey Rd
Bloor St W / Christie St,Bloor St W / Christie St,7153,43.6638889,-79.41888889,19,REGULAR,NULL,NULL,Bloor St W / Christie St
Woodbine Subway Green P SMART,Woodbine Subway Green P SMART,7392,43.686829,-79.311073,20,SMARTMAPFRAME,24553,245,Woodbine Subway Green P SMART
Yonge St / Aylmer Ave,Yonge St / Aylmer Ave,7128,43.675492,-79.388858,15,REGULAR,NULL,NULL,Yonge St / Aylmer Ave
Bloor St W / Pacific Ave,Bloor St W / Pacific Ave,7654,43.6541245,-79.4636388,7,REGULAR,M6P 3K6,M6P,Bloor St W / Pacific Ave
Exhibition GO Station,Exhibition GO Station,7243,43.6352007,-79.4187711,14,REGULAR,M6K 3C3,M6K,Exhibition GO Station
St Clarens Ave / Shirley Ave,St Clarens Ave / Shirley Ave,7520,43.6486599,-79.4376413,15,REGULAR,M6K 1S9,M6K,St Clarens Ave / Shirley Ave
St Clair Ave W / Winona Ave,St Clair Ave W / Winona Ave,7459,43.680466,-79.432522,11,REGULAR,M6C 1C2,M6C,St Clair Ave W / Winona Ave
Mary McCormick Rec Centre (Sheridan Ave),Mary McCormick Rec Centre (Sheridan Ave),7210,43.6475,-79.43305556,15,REGULAR,NULL,NULL,Mary McCormick Rec Centre (Sheridan Ave)
Morse St / Eastern Ave,Morse St / Eastern Ave,7342,43.657991,-79.340075,11,REGULAR,NULL,NULL,Morse St / Eastern Ave
Lower Don River Trail and Taylor Creek Trail,Lower Don River Trail and Taylor Creek Trail,7096,43.7027268,-79.3336809,19,REGULAR,M4J,M4J,Lower Don River Trail and Taylor Creek Trail
51 Parliament St,51 Parliament St,7064,43.65205,-79.362198,19,REGULAR,NULL,NULL,51 Parliament St
Trinity St /Front St E,Trinity St /Front St E,7036,43.651318,-79.36023,19,REGULAR,NULL,NULL,Trinity St /Front St E
High Park Ave / Dundas St W,High Park Ave / Dundas St W,7581,43.6653032,-79.4701178,15,REGULAR,M6P 2S8,M6P,High Park Ave / Dundas St W
Macpherson Ave / Spadina Rd,Macpherson Ave / Spadina Rd,7140,43.675791,-79.40698,15,REGULAR,NULL,NULL,Macpherson Ave / Spadina Rd
Polson Pier,Polson Pier,7400,43.641675,-79.354006,23,REGULAR,M5A 1A5,M5A,Polson Pier
Davenport Rd / McAlpine St - SMART,Davenport Rd / McAlpine St - SMART,7494,43.673768,-79.391253,12,SMARTMAPFRAME,M5R 1H4,M5R,Davenport Rd / McAlpine St - SMART
Alameda Ave / Vaughan Rd - SMART,Alameda Ave / Vaughan Rd - SMART,7582,43.690903,-79.4375028,16,SMARTMAPFRAME,M6C 2R1,M6C,Alameda Ave / Vaughan Rd - SMART
Humber College,Humber College,7554,43.5961692,-79.5160575,27,REGULAR,M8V 4B6,M8V,Humber College
University of Toronto Scarborough,University of Toronto Scarborough,7645,43.7842419,-79.1849889,16,REGULAR,M1C 1A5,M1C,University of Toronto Scarborough
Twelfth St / Thirteenth St,Twelfth St / Thirteenth St,7630,43.6002896,-79.5108692,23,REGULAR,M8V 4E2,M8V,Twelfth St / Thirteenth St
Wychwood Ave / Benson Ave - SMART,Wychwood Ave / Benson Ave - SMART,7262,43.6809164,-79.4229684,16,SMARTMAPFRAME,NULL,NULL,Wychwood Ave / Benson Ave - SMART
Moore Park,Moore Park,7595,43.693256,-79.383238,14,REGULAR,M4T 2H3,M4T,Moore Park
Royal York Rd / Lake Shore Blvd W,Royal York Rd / Lake Shore Blvd W,7623,43.6029904,-79.4926867,19,REGULAR,M8V 1W3,M8V,Royal York Rd / Lake Shore Blvd W
Danforth Ave / Westlake Ave,Danforth Ave / Westlake Ave,7085,43.687323,-79.304848,15,REGULAR,NULL,NULL,Danforth Ave / Westlake Ave
Beaty Ave / Queen St W,Beaty Ave / Queen St W,7662,43.6393107,-79.4408141,19,REGULAR,M6K 3B3,M6K,Beaty Ave / Queen St W
Martin Goodman Trail (Marilyn Bell Park),Martin Goodman Trail (Marilyn Bell Park),7227,43.6314,-79.4304,31,REGULAR,NULL,NULL,Martin Goodman Trail (Marilyn Bell Park)
Chiltern Hill Rd / Eglinton Ave W,Chiltern Hill Rd / Eglinton Ave W,7632,43.7004017,-79.4275305,17,REGULAR,M6C 2C1,M6C,Chiltern Hill Rd / Eglinton Ave W
Coxwell Ave /  Lake Shore Blvd E,Coxwell Ave /  Lake Shore Blvd E,7313,43.662771,-79.315223,15,REGULAR,NULL,NULL,Coxwell Ave /  Lake Shore Blvd E
Willingdon Blvd / Bloor St W (Green P),Willingdon Blvd / Bloor St W (Green P),7751,43.64839,-79.51008,15,VAULT,M8X 2H1,M8X,NULL
St Clair West Subway Station - Heath Entrance,St Clair West Subway Station - Heath Entrance,7650,43.686352,-79.415894,22,REGULAR,M5P 3L6,M5P,St Clair W Subway - Heath Entrance
Lake Shore Blvd W / The Boulevard Club,Lake Shore Blvd W / The Boulevard Club,7226,43.636731,-79.444966,19,REGULAR,NULL,NULL,Lake Shore Blvd W / The Boulevard Club
Lake Shore Blvd E / Leslie St,Lake Shore Blvd E / Leslie St,7357,43.659195,-79.329196,19,REGULAR,NULL,NULL,Lake Shore Blvd E / Leslie St
The Queensway / High St,The Queensway / High St,7557,43.630874,-79.482407,23,REGULAR,M8Y 1H6,M8Y,The Queensway / High St
Lake Shore Blvd W / Colborne Lodge Dr,Lake Shore Blvd W / Colborne Lodge Dr,7518,43.63771,-79.458173,27,REGULAR,M6S 5A3,M6S,Lake Shore Blvd W / Colborne Lodge Dr
Sunnybrook Health Centre - S Wing,Sunnybrook Health Centre - S Wing,7665,43.720998,-79.377456,11,REGULAR,M4N 3M5,M4N,Sunnybrook Health Centre - S Wing
Strachan Ave / Princes' Blvd,Strachan Ave / Princes' Blvd,7172,43.635,-79.40888889,19,REGULAR,NULL,NULL,Strachan Ave / Princes' Blvd
Lake Shore Blvd W / Ontario Dr,Lake Shore Blvd W / Ontario Dr,7242,43.630254,-79.420317,35,REGULAR,NULL,NULL,Lake Shore Blvd W / Ontario Dr
Wells Hill Ave / St Clair Ave W,Wells Hill Ave / St Clair Ave W,7363,43.683351,-79.41562,15,REGULAR,NULL,NULL,Wells Hill Ave / St Clair Ave W
Bloor St W / High Park Ave (High Park),Bloor St W / High Park Ave (High Park),7224,43.6535269,-79.4650569,23,REGULAR,NULL,NULL,Bloor St W / High Park Ave (High Park)
HTO Park (Queens Quay W),HTO Park (Queens Quay W),7175,43.63796,-79.387502,27,REGULAR,NULL,NULL,HTO Park (Queens Quay W)
The Well,The Well,7757,43.64302506,-79.39430138,18,ELECTRICBIKESTATION,M5V 2H6,M5V,NULL
Front St W / Simcoe St,Front St W / Simcoe St,7468,43.6442,-79.38702,18,REGULAR,M5V 2W6,M5V,Front St / Simcoe St
Beverley  St / Dundas St W,Beverley  St / Dundas St W,7027,43.652823,-79.393388,31,REGULAR,NULL,NULL,Beverley  St / Dundas St W
Alvin Ave / St Clair Ave E,Alvin Ave / St Clair Ave E,7540,43.68871,-79.39264,19,REGULAR,M4T 1M9,M4T,Alvin Ave / St Clair Ave E
Glen Edyth Dr / Davenport Rd,Glen Edyth Dr / Davenport Rd,7139,43.677778,-79.405556,15,REGULAR,NULL,NULL,Glen Edyth Dr / Davenport Rd
128 Sterling Rd - SMART,128 Sterling Rd - SMART,7497,43.654004,-79.444792,20,SMARTMAPFRAME,M6P NULLA1,M6P,128 Sterling Ave - SMART
The Queensway at South Kingsway,The Queensway at South Kingsway,7425,43.63632,-79.47307,23,REGULAR,M6S 5B7,M6S,The Queensway at South Kingsway
High Park Subway Station - Quebec Entrance,High Park Subway Station - Quebec Entrance,7438,43.65389,-79.4675,19,REGULAR,M6P 2V9,M6P,High Park Subway
