Id,Label,Station Id,Latitude,Longitude,Capacity,PhysicalConfiguration,PostalCode,PostalCodeArea,Name
Charles St W / Balmuto St - SMART,Charles St W / Balmuto St - SMART,7281,43.668427,-79.38725,20,SMARTMAPFRAME,NULL,NULL,Charles St W / Balmuto St - SMART
King St W / Charlotte St,King St W / Charlotte St,7324,43.645572,-79.39399,23,REGULAR,NULL,NULL,King St W / Charlotte St (West Side)
Wellington St W / York St,Wellington St W / York St,7469,43.646734,-79.38301,23,REGULAR,M5J 2R2,M5J,Wellington St W / York St
Temperance St / Bay St,Temperance St / Bay St,7713,43.6506,-79.381285,22,REGULAR,M5H 2V6,M5H,NULL
Soho St / Queen St W,Soho St / Queen St W,7217,43.6494896,-79.393535,7,REGULAR,NULL,NULL,Soho St / Queen St W
King St E / Victoria St,King St E / Victoria St,7333,43.6495789,-79.3762096,19,REGULAR,NULL,NULL,King St E / Victoria St
Lower Simcoe St / Bremner Blvd,Lower Simcoe St / Bremner Blvd,7467,43.64283,-79.38409,14,REGULAR,M5J 3A6,M5J,Lower Simcoe St / Bremner Blvd
Central Tech  (Harbord St),Central Tech  (Harbord St),7191,43.661975,-79.407896,11,REGULAR,NULL,NULL,Central Tech  (Harbord St)
Bathurst St / Lennox St,Bathurst St / Lennox St,7155,43.663808,-79.410491,19,REGULAR,NULL,NULL,Bathurst St / Lennox St
King St W / Joe Shuster Way,King St W / Joe Shuster Way,7148,43.639444,-79.423611,15,REGULAR,NULL,NULL,King St W / Joe Shuster Way
Ontario Place Blvd / Lake Shore Blvd W,Ontario Place Blvd / Lake Shore Blvd W,7171,43.6322445,-79.4108105,27,REGULAR,NULL,NULL,Ontario Place Blvd / Lake Shore Blvd W (East)
Bay St / St. Joseph St,Bay St / St. Joseph St,7026,43.665527,-79.387499,15,REGULAR,NULL,NULL,Bay St / St. Joseph St
Edward St / Yonge St,Edward St / Yonge St,7041,43.656729,-79.382736,23,REGULAR,NULL,NULL,Edward St / Yonge St
University Ave / Richmond St W,University Ave / Richmond St W,7646,43.6503935,-79.3860211,27,REGULAR,M5H 4G1,M5H,University Ave / Richmond St W
Yonge St / St Clair Ave,Yonge St / St Clair Ave,7642,43.6885046,-79.3940052,19,REGULAR,M4T 1Z2,M4T,Yonge St / St Clair Ave
College Park - Yonge St Entrance,College Park - Yonge St Entrance,7418,43.65988,-79.38279,25,REGULAR,M5B 2H4,M5B,College Park - Yonge St Entrance
King St W / Portland St,King St W / Portland St,7720,43.644395,-79.4006543,16,SMARTMAPFRAME,M5V 1M6,M5V,NULL
Baldwin St / Henry St,Baldwin St / Henry St,7545,43.6560758,-79.393259,15,REGULAR,M5T 1L2,M5T,Baldwin St / Henry St
Front St E / Scott St,Front St E / Scott St,7375,43.6476616,-79.37549,10,REGULAR,NULL,NULL,Front St E / Scott St
Euclid Ave / Bloor St W,Euclid Ave / Bloor St W,7040,43.664467,-79.414783,19,REGULAR,NULL,NULL,Euclid Ave / Bloor St W
King St W / Stafford St,King St W / Stafford St,7158,43.6422222,-79.41111111,15,REGULAR,NULL,NULL,King St W / Stafford St
Bathurst St / Fort York Blvd,Bathurst St / Fort York Blvd,7176,43.639179,-79.399595,19,REGULAR,NULL,NULL,Bathurst St / Fort York Blvd
Bathurst St / Adelaide St W,Bathurst St / Adelaide St W,7298,43.645324,-79.40345,25,REGULAR,NULL,NULL,Bathurst St / Adelaide St W
11 Spadina Rd,11 Spadina Rd,7710,43.6677246,-79.4041365,18,ELECTRICBIKESTATION,M5R2S9,M5R,NULL
Queen St W / John St,Queen St W / John St,7542,43.650077,-79.391291,23,REGULAR,M5V 1Z8,M5V,Queen St W / John St
Bartlett Parkette,Bartlett Parkette,7526,43.6702236,-79.4360232,23,REGULAR,M6H 2B8,M6H,Bartlett Parkette
Bloor St W / Huron St,Bloor St W / Huron St,7419,43.667023,-79.401805,27,REGULAR,M5S 2R7,M5S,Bloor St W / Huron St
King St E / Church St,King St E / Church St,7074,43.6500392,-79.3733541,15,REGULAR,M5C 1G6,M5C,King St E / Church St
519 Church St,519 Church St,7241,43.666874,-79.381155,12,SMARTMAPFRAME,M4Y 2C9,M4Y,519 Church St - SMART
Bay St / Wellesley St W,Bay St / Wellesley St W,7030,43.664088,-79.387095,51,REGULAR,NULL,NULL,Bay St / Wellesley St W
St. Andrew's Playground Park,St. Andrew's Playground Park,7718,43.646552,-79.399586,11,REGULAR,M5V 2M5,M5V,NULL
Granby St / Church St - SMART,Granby St / Church St - SMART,7292,43.6614605,-79.3789457,24,SMARTMAPFRAME,M5B 1J1,M5B,Granby St / Church St - SMART
Walton St / Elizabeth St - SMART,Walton St / Elizabeth St - SMART,7263,43.657838,-79.38631,20,SMARTMAPFRAME,M8Z4T4,M8Z,Walton St / Elizabeth St - SMART
Dalton Rd / Bloor St W,Dalton Rd / Bloor St W,7061,43.6662942,-79.4066433,15,REGULAR,M6G1A1,M6G,Dalton Rd / Bloor St W
Riverdale Park North (Broadview Ave),Riverdale Park North (Broadview Ave),7097,43.671172,-79.354704,15,REGULAR,NULL,NULL,Riverdale Park North (Broadview Ave)
Ted Rogers Way / Bloor St E,Ted Rogers Way / Bloor St E,7025,43.671293,-79.380471,23,REGULAR,NULL,NULL,Ted Rogers Way / Bloor St E
Huron St / Harbord St,Huron St / Harbord St,7058,43.6637,-79.400053,19,REGULAR,NULL,NULL,Huron/ Harbord St
D'Arcy St / McCaul St - SMART,D'Arcy St / McCaul St - SMART,7386,43.655227,-79.39201,15,SMARTMAPFRAME,NULL,NULL,D'Arcy St. /McCaul St. SMART
Wellesley Station Green P,Wellesley Station Green P,7001,43.66496416,-79.38355032,26,ELECTRICBIKESTATION,M4Y 1G7,M4Y,Wellesley Station Green P
College St / Major St,College St / Major St,7078,43.6576,-79.4032,15,REGULAR,NULL,NULL,College St / Major St
King St W / Spadina Ave,King St W / Spadina Ave,7010,43.645323,-79.395003,19,REGULAR,NULL,NULL,King St W / Spadina Ave
Bay St / College St (East Side),Bay St / College St (East Side),7006,43.660439,-79.385525,19,REGULAR,NULL,NULL,Bay St / College St (East Side)
Gould St / Yonge St (Ryerson University),Gould St / Yonge St (Ryerson University),7164,43.657424,-79.381019,22,REGULAR,NULL,NULL,Gould St / Yonge St (Ryerson University)
St. George St / Bloor St W,St. George St / Bloor St W,7002,43.667333,-79.399429,19,REGULAR,NULL,NULL,St. George St / Bloor St W
Queen St W / Ossington Ave,Queen St W / Ossington Ave,7035,43.643975,-79.419576,23,REGULAR,NULL,NULL,Queen St W / Ossington Ave
Jarvis St / Maitland Pl,Jarvis St / Maitland Pl,7453,43.6647688,-79.3772602,17,REGULAR,M4Y 2G8,M4Y,Jarvis St / Maitland Pl
Rogers Rd / Prospect Cemetery,Rogers Rd / Prospect Cemetery,7744,43.68323,-79.455765,23,VAULT,M6E 4L1,M6E,NULL
Mutual St / Shuter St (Arena Gardens),Mutual St / Shuter St (Arena Gardens),7693,43.6559476,-79.3755883,19,REGULAR,M5B 2A9,M5B,NULL
Richmond St E / Yonge St,Richmond St E / Yonge St,7462,43.651838,-79.378743,17,REGULAR,M5C 1X7,M5C,Richmond St E / Yonge St
Elizabeth St / Edward St (Bus Terminal),Elizabeth St / Edward St (Bus Terminal),7012,43.656026,-79.385327,15,REGULAR,NULL,NULL,Elizabeth St / Edward St (Bus Terminal)
Dundas St E / Victoria St,Dundas St E / Victoria St,7472,0,0,0,NULL,NULL,NULL,Dundas St E / Victoria St
Walter Saunders Park,Walter Saunders Park,7754,43.69932707,-79.44936304,15,VAULT,M6E 2S5,M6E,NULL
St Joseph St / Bay St - SMART,St Joseph St / Bay St - SMART,7548,43.6658804,-79.3876101,20,SMARTMAPFRAME,M5S 3A5,M5S,St Joseph St / Bay St - SMART
Spadina Ave / Harbord St - SMART,Spadina Ave / Harbord St - SMART,7285,43.6629228,-79.4018451,36,SMARTMAPFRAME,NULL,NULL,Spadina Ave / Harbord St - SMART
Sherbourne St / Isabella St,Sherbourne St / Isabella St,7311,43.669576,-79.375961,19,REGULAR,NULL,NULL,Sherbourne St / Isabella St
Sherbourne St / Carlton St (Allan Gardens),Sherbourne St / Carlton St (Allan Gardens),7014,43.663102,-79.373181,17,REGULAR,NULL,NULL,Sherbourne St / Carlton St (Allan Gardens)
Bloor St W / Balmuto St,Bloor St W / Balmuto St,7276,43.669903,-79.387802,0,REGULAR,NULL,NULL,Bloor St W / Balmuto St
Wolseley St / Augusta Ave,Wolseley St / Augusta Ave,7719,43.6484201,-79.4005192,28,REGULAR,M5T 2M4,M5T,NULL
St. George St / Hoskin Ave,St. George St / Hoskin Ave,7190,43.6637403,-79.3980645,15,REGULAR,M5S 2E5,M5S,St. George St / Hoskin Ave
Spadina Ave / Sussex Ave - SMART,Spadina Ave / Sussex Ave - SMART,7667,43.664028,-79.4029787,35,REGULAR,M5S 2H8,M5S,Spadina Ave / Sussex Ave - SMART
Vanauley St / Queen St W - SMART,Vanauley St / Queen St W - SMART,7256,43.648437,-79.39838,12,SMARTMAPFRAME,NULL,NULL,Vanauley St / Queen St W - SMART
Frederick St / King St E,Frederick St / King St E,7432,43.651118,-79.369411,23,REGULAR,M5A 4L4,M5A,Frederick St / King St E
Taddle Creek Park,Taddle Creek Park,7131,43.66986,-79.398443,15,REGULAR,NULL,NULL,Taddle Creek Park
Church St  / Wood St,Church St  / Wood St,7089,43.662712,-79.379903,19,REGULAR,NULL,NULL,Church St  / Wood St
Dundonald St / Church St,Dundonald St / Church St,7024,43.66663,-79.38148,36,REGULAR,NULL,NULL,Dundonald St / Church St
University Ave / Gerrard St W (WEST) - SMART,University Ave / Gerrard St W (WEST) - SMART,7634,43.6578449,-79.3899265,18,SMARTMAPFRAME,M5G 2M9,M5G,University Ave / Gerrard St W (WEST) - SMART
York St / Lake Shore Blvd W,York St / Lake Shore Blvd W,7398,43.641952,-79.380723,19,REGULAR,M5J NULLA3,M5J,York St / Lakeshore St W - South
College St / Markham St,College St / Markham St,7199,43.65638889,-79.40916667,19,REGULAR,NULL,NULL,College St / Markham St
Bathurst St/Queens Quay(Billy Bishop Airport),Bathurst St/Queens Quay(Billy Bishop Airport),7203,43.635492,-79.398253,35,REGULAR,NULL,NULL,Bathurst St/Queens Quay(Billy Bishop Airport)
Hillsdale Ave W / Yonge St,Hillsdale Ave W / Yonge St,7580,43.7029672,-79.3979073,15,REGULAR,M4S 2A5,M4S,Hillsdale Ave W / Yonge St
Church St / Bloor St E,Church St / Bloor St E,7034,43.671389,-79.382919,15,REGULAR,NULL,NULL,Church St / Bloor St E
Yonge St / Harbour St,Yonge St / Harbour St,7067,43.643795,-79.375413,39,REGULAR,NULL,NULL,Yonge St / Harbour St
Queen's Park / Bloor St W,Queen's Park / Bloor St W,7063,43.668456,-79.393899,19,REGULAR,NULL,NULL,Queen's Park / Bloor St W
Spadina Ave / Adelaide St W,Spadina Ave / Adelaide St W,7260,43.6472019,-79.3953394,15,REGULAR,M5V 2K8,M5V,Spadina Ave / Adelaide St W
University Ave / Armoury St,University Ave / Armoury St,7408,43.65263,-79.38766,23,REGULAR,M5G 1S4,M5G,University Ave / Armoury St
Richmond St E / Jarvis St Green P,Richmond St E / Jarvis St Green P,7050,43.652634,-79.374222,16,ELECTRICBIKESTATION,NULL,NULL,Richmond St E / Jarvis St Green P
King St W / Bay St (West Side),King St W / Bay St (West Side),7015,43.64852,-79.380576,39,REGULAR,NULL,NULL,King St W / Bay St (West Side)
Elm St/ University Ave (East Side),Elm St/ University Ave (East Side),7647,43.656373,-79.3878104,17,REGULAR,M5G 1X8,M5G,Elm St/ University Ave (East Side)
King / Brant,King / Brant,7685,43.645102,-79.3974498,22,REGULAR,M5V 1L7,M5V,NULL
Howard St / Sherbourne St,Howard St / Sherbourne St,7115,43.6712581,-79.376367,15,REGULAR,NULL,NULL,Howard St / Sherbourne St
Bathurst St / Front St W,Bathurst St / Front St W,7682,43.6413479,-79.4013882,27,REGULAR,M5V 2P1,M5V,NULL
Queen St W / Spadina Ave,Queen St W / Spadina Ave,7069,43.649147,-79.395504,11,REGULAR,NULL,NULL,Queen St W / Spadina Ave
Augusta Ave / Denison Sq,Augusta Ave / Denison Sq,7189,43.653766,-79.4016759,15,REGULAR,NULL,NULL,Augusta Ave / Denison Sq
Concord Ave / Bloor St W,Concord Ave / Bloor St W,7437,43.66189,-79.42679,15,REGULARLITMAPFRAME,M6H 1L1,M6H,Concord Ave / Bloor St W
College St / Huron St,College St / Huron St,7007,43.658148,-79.398167,19,REGULAR,NULL,NULL,College St / Huron St
Roxborough St W / Yonge St,Roxborough St W / Yonge St,7328,43.678077,-79.390328,17,REGULAR,NULL,NULL,Roxborough St W / Yonge St
Hocken Ave / Vaughan Rd,Hocken Ave / Vaughan Rd,7361,43.6817346,-79.4184725,19,REGULAR,NULL,NULL,Hocken Ave./Vaughan Rd.
Sorauren Ave / Geoffrey St - SMART,Sorauren Ave / Geoffrey St - SMART,7238,43.649172,-79.4445087,16,SMARTMAPFRAME,NULL,NULL,Sorauren/Geoffrey (Sorauren Park) - SMART
College Park South,College Park South,7077,43.659777,-79.382767,19,REGULAR,NULL,NULL,College Park South
King St W / Jordan St,King St W / Jordan St,7417,43.648928,-79.378623,11,REGULAR,M5H 1C3,M5H,King St W / Jordan St
Frederick St / The Esplanade,Frederick St / The Esplanade,7374,43.6487245,-79.36839,19,REGULAR,NULL,NULL,Frederick St / The Esplanade
Toronto Eaton Centre (Yonge St),Toronto Eaton Centre (Yonge St),7269,43.655431,-79.380653,14,REGULAR,NULL,NULL,Toronto Eaton Centre (Yonge St)
Simcoe St / Queen St W,Simcoe St / Queen St W,7022,43.65049,-79.3873,39,REGULAR,m5v1z5,m5v,Simcoe St / Queen St W
St Clair Ave W / Bathurst St.,St Clair Ave W / Bathurst St.,7362,43.683296,-79.418734,19,REGULAR,NULL,NULL,St Clair Ave W / Bathurst St.
Dundas St W / Edna Ave,Dundas St W / Edna Ave,7178,43.657192,-79.452559,15,REGULAR,NULL,NULL,Dundas St W / Edna Ave
Wellesley St E / Parliament St,Wellesley St E / Parliament St,7724,43.6682342,-79.3702641,15,REGULAR,M4X 1G5,M4X,NULL
Yonge St / Alexander St - SMART,Yonge St / Alexander St - SMART,7271,43.662862,-79.383572,18,SMARTMAPFRAME,NULL,NULL,Yonge St / Alexander St - SMART
Baldwin Ave / Spadina Ave - SMART,Baldwin Ave / Spadina Ave - SMART,7248,43.654905,-79.398448,20,SMARTMAPFRAME,NULL,NULL,Baldwin Ave / Spadina Ave - SMART
Isabella St / Church St,Isabella St / Church St,7409,43.66834,-79.38235,19,REGULAR,M4Y 1M9,M4Y,Isabella St / Church St
Ward Ave / Wallace Ave,Ward Ave / Wallace Ave,7237,43.663337,-79.446444,15,REGULAR,m6h1v5,m6h,Ward Ave / Wallace Ave
King St E / River St,King St E / River St,7104,43.65678478,-79.35627385,12,REGULAR,M5A 1M6,M5A,King St E / River St
Bloor St E / Huntley St - SMART,Bloor St E / Huntley St - SMART,7264,43.671535,-79.379173,16,SMARTMAPFRAME,NULL,NULL,Bloor St E / Huntley St - SMART
King St W / Crawford St,King St W / Crawford St,7412,43.6417852,-79.4131148,23,REGULAR,M6K 3M5,M6K,King St W / Crawford St
Cumberland Ave / Bay St SMART,Cumberland Ave / Bay St SMART,7384,43.6704537,-79.39014,9,SMARTMAPFRAME,NULL,NULL,Cumberland Ave / Bay St SMART
Union Station,Union Station,7033,43.645609,-79.380386,43,REGULAR,NULL,NULL,Union Station
Little Norway Park,Little Norway Park,7411,43.635023,-79.399505,22,REGULAR,M5V 2Y9,M5V,Little Norway Park
Coronation Park (Martin Goodman Trail),Coronation Park (Martin Goodman Trail),7707,43.635495,-79.4035221,19,REGULAR,M5V 3T7,M5V,NULL
Dundas St E / Regent Park Blvd,Dundas St E / Regent Park Blvd,7100,43.660207,-79.361275,27,REGULAR,NULL,NULL,Dundas St E / Regent Park Blvd
University Ave / College St (West),University Ave / College St (West),7062,43.659226,-79.390213,11,REGULAR,NULL,NULL,University Ave / College St (West)
Church St / Alexander St,Church St / Alexander St,7044,43.663722,-79.380288,15,REGULAR,NULL,NULL,Church St / Alexander St
1525 Dundas St W,1525 Dundas St W,7675,43.64957,-79.432446,15,REGULAR,M6K 1T6,M6K,1525 Dundas St
King St W / Tecumseth St,King St W / Tecumseth St,7160,43.64333333,-79.40555556,19,REGULAR,NULL,NULL,King St W / Tecumseth St
Widmer St / King St W,Widmer St / King St W,7721,43.6463574,-79.391206,11,REGULAR,M5V 1J9,M5V,NULL
King / Cowan Ave - SMART,King / Cowan Ave - SMART,7233,43.637922,-79.431734,16,SMARTMAPFRAME,NULL,NULL,King / Cowan Ave - SMART
College St / Borden St,College St / Borden St,7023,43.6571,-79.4056,11,REGULAR,NULL,NULL,College St / Borden St
Front St E / Cherry St,Front St E / Cherry St,7108,43.652686,-79.358395,15,REGULAR,NULL,NULL,Front St E / Cherry St
111 Bond St (North of Dundas St E)  - SMART,111 Bond St (North of Dundas St E)  - SMART,7268,43.656927,-79.378497,16,SMARTMAPFRAME,NULL,NULL,111 Bond St (North of Dundas St E)  - SMART
Salem Ave / Bloor St W,Salem Ave / Bloor St W,7156,43.6608333,-79.43166667,15,REGULAR,NULL,NULL,Salem Ave / Bloor St W
College Park - Gerrard Entrance,College Park - Gerrard Entrance,7389,43.658938,-79.383518,25,REGULAR,NULL,NULL,College Park- Gerrard Entrance
Charles St E / Jarvis St - SMART,Charles St E / Jarvis St - SMART,7280,43.669604,-79.381171,20,SMARTMAPFRAME,NULL,NULL,Charles St E / Jarvis St - SMART
Jarvis St / Isabella St,Jarvis St / Isabella St,7031,43.668991,-79.379385,23,REGULAR,NULL,NULL,Jarvis St / Isabella St
Shaw St / Essex St - SMART,Shaw St / Essex St - SMART,7627,43.667076,-79.425116,15,SMARTMAPFRAME,M6G 3M4,M6G,Shaw St / Essex St - SMART
Cherry St / Mill St,Cherry St / Mill St,7099,43.6513927,-79.3579466,15,REGULAR,M5A 4T3,M5A,Cherry St / Mill St
Roncesvalles Ave / Fermanagh Ave,Roncesvalles Ave / Fermanagh Ave,7701,43.64631447,-79.44879407,19,REGULAR,M6R,M6R,NULL
20 Charles St E,20 Charles St E,7385,43.6691099,-79.38551,22,ELECTRICBIKESTATION,NULL,NULL,20 Charles St E
Garden Ave / Roncesvalles Ave,Garden Ave / Roncesvalles Ave,7230,43.643769,-79.447915,18,REGULAR,NULL,NULL,Garden Ave / Roncesvalles Ave
Front St W / Bay St (South Side),Front St W / Bay St (South Side),7283,43.64595,-79.378761,19,REGULAR,NULL,NULL,Front St W / Bay St (South Side)
King St E / Berkeley St,King St E / Berkeley St,7356,43.651885,-79.3649,17,REGULAR,NULL,NULL,King St E / Ontario St.
Niagara St / Tecumseth St,Niagara St / Tecumseth St,7122,43.641389,-79.404444,15,REGULAR,NULL,NULL,Niagara St / Tecumseth St
Yonge St / Wood St,Yonge St / Wood St,7163,43.6622222,-79.3825,15,REGULAR,NULL,NULL,Yonge St / Wood St
Queens Quay W / Lower Simcoe St,Queens Quay W / Lower Simcoe St,7043,43.63951,-79.383717,19,REGULAR,NULL,NULL,Queens Quay W / Lower Simcoe St
Jarvis St / Carlton St,Jarvis St / Carlton St,7055,43.66207,-79.37617,15,REGULAR,NULL,NULL,Jarvis St / Carlton St
Ursula Franklin St / St. George St - SMART,Ursula Franklin St / St. George St - SMART,7250,43.660296,-79.397107,16,SMARTMAPFRAME,NULL,NULL,St. George St / Russell St - SMART
Queen St W / Bay St (City Hall),Queen St W / Bay St (City Hall),7202,43.6517925,-79.3826951,23,REGULAR,M5H 2N2,M5H,Queen St W / York St (City Hall)
Housey St / Dan Leckie Way,Housey St / Dan Leckie Way,7533,43.63811,-79.397877,27,REGULAR,M5V 3Y2,M5V,Housey St / Dan Leckie Way
Pape Ave / Gamble Ave,Pape Ave / Gamble Ave,7348,43.690237,-79.350119,19,REGULAR,NULL,NULL,Pape Ave / Gamble Ave
Woodbine Ave / Lake Shore Blvd E,Woodbine Ave / Lake Shore Blvd E,7428,43.665645,-79.304711,27,REGULAR,M4L 1B8,M4L,Woodbine Ave / Lake Shore Blvd E
The Esplanade / Hahn Pl,The Esplanade / Hahn Pl,7551,43.649709,-79.364184,19,REGULAR,M5A 4J6,M5A,The Esplanade / Hahn Pl
Lower Jarvis / Queens Quay E,Lower Jarvis / Queens Quay E,7399,43.64422,-79.36927,18,REGULAR,M5E 1Z2,M5E,Lower Jarvis / Queens Quay E
Exhibition GO (Atlantic Ave),Exhibition GO (Atlantic Ave),7188,43.63666667,-79.41972222,23,REGULAR,NULL,NULL,Exhibition GO (Atlantic Ave)
Fort York Blvd / Bathurst St SMART,Fort York Blvd / Bathurst St SMART,7366,43.639052,-79.399792,20,SMARTMAPFRAME,NULL,NULL,Fort York Blvd / Bathurst St SMART
Mill St / Tannery Rd,Mill St / Tannery Rd,7106,43.652219,-79.354455,39,REGULAR,NULL,NULL,Mill St / Tannery Rd
Gerrard St E / River St,Gerrard St E / River St,7120,43.663993,-79.358534,11,REGULAR,NULL,NULL,Gerrard St E / River St
190 Queens Quay E,190 Queens Quay E,7291,43.6451308,-79.3653644,15,REGULAR,M5A 1B6,M5A,190 Queens Quay E
Bay St / College St (West Side) - SMART,Bay St / College St (West Side) - SMART,7235,43.660087,-79.385655,12,SMARTMAPFRAME,NULL,NULL,Bay St / College St (West Side) - SMART
Clarence Square,Clarence Square,7474,43.64407,-79.3929,23,REGULAR,M5V 1H1,M5V,Clarence Square
York St / Queens Quay W,York St / Queens Quay W,7076,43.640132,-79.380464,56,REGULAR,NULL,NULL,York St / Queens Quay W
Jarvis St / Richmond St E,Jarvis St / Richmond St E,7475,43.652777,-79.372637,19,REGULAR,M5C 2H6,M5C,Jarvis St / Richmond St E
John St  / Mercer St - SMART,John St  / Mercer St - SMART,7253,43.6461,-79.3895,12,SMARTMAPFRAME,NULL,NULL,John St  / Mercer St - SMART
Queens Quay E / Lower Sherbourne St,Queens Quay E / Lower Sherbourne St,7261,43.645215,-79.364898,27,REGULAR,M5A 3Y4,M5A,Queens Quay E / Lower Sherbourne St
E Liberty St / Western Battery Rd,E Liberty St / Western Battery Rd,7322,43.6392777,-79.4115736,18,REGULAR,M6K 3P3,M6K,King St W / Brant St
Davenport Rd / Christie St,Davenport Rd / Christie St,7138,43.675278,-79.423889,27,REGULAR,NULL,NULL,Davenport Rd / Christie St
Bleecker St / St James Ave,Bleecker St / St James Ave,7452,43.669232,-79.374495,23,REGULAR,M4X 1M2,M4X,Bleecker St / St James Ave
Dundas St W / St. Patrick St,Dundas St W / St. Patrick St,7257,43.6545174,-79.3895315,19,REGULAR,NULL,NULL,Dundas St W / St. Patrick St
Victoria St / Queen St E,Victoria St / Queen St E,7406,43.652822,-79.378208,23,REGULAR,M5E 1L4,M5E,Victoria St / Queen St E
Mortimer Ave / Carlaw Ave SMART,Mortimer Ave / Carlaw Ave SMART,7387,43.685167,-79.34962,12,SMARTMAPFRAME,NULL,NULL,Mortimer Ave / Carlaw Ave SMART
Cosburn Ave / Donlands Ave,Cosburn Ave / Donlands Ave,7352,43.690537,-79.341307,19,REGULAR,NULL,NULL,Cosburn Ave / Donlands Ave
Western Battery Rd / Pirandello St,Western Battery Rd / Pirandello St,7451,43.640075,-79.414156,31,REGULAR,M6K 3S4,M6K,Western Battery Rd / Pirandello St
Spadina Ave / Fort York Blvd,Spadina Ave / Fort York Blvd,7073,43.640114,-79.393249,23,REGULAR,NULL,NULL,Spadina Ave / Fort York Blvd
Kendal Ave / Spadina Rd,Kendal Ave / Spadina Rd,7132,43.670318,-79.405181,9,REGULAR,NULL,NULL,Kendal Ave / Spadina Rd
Harbord St / Clinton St,Harbord St / Clinton St,7192,43.660414,-79.415646,15,REGULAR,NULL,NULL,Harbord St / Clinton St
Lisgar Park,Lisgar Park,7524,43.6423847,-79.4240277,23,REGULAR,M6J 3X6,M6J,Lisgar Park
Ross St / Cecil St - SMART,Ross St / Cecil St - SMART,7546,43.6568254,-79.3966159,18,SMARTLITMAPFRAME,M5T 1N3,M5T,Ross St / Cecil St - SMART
Lansdowne Subway Station,Lansdowne Subway Station,7180,43.6587734,-79.443054,23,REGULAR,NULL,NULL,Lansdowne Subway Station
Carlaw Ave / Danforth Ave,Carlaw Ave / Danforth Ave,7450,43.678285,-79.347346,15,REGULAR,M4K 1P7,M4K,Carlaw Ave / Danforth Ave
Eastern Ave / Winnifred Ave,Eastern Ave / Winnifred Ave,7341,43.6592088,-79.3348396,14,REGULAR,NULL,NULL,Eastern Ave / Winnifred Ave
Winona Dr / Davenport Rd,Winona Dr / Davenport Rd,7302,43.674923,-79.430465,11,REGULAR,NULL,NULL,Winona Dr / Davenport Rd
Hanna Ave / Liberty St,Hanna Ave / Liberty St,7135,43.6384009,-79.4197107,17,REGULAR,M6K 1W8,M6K,Hanna Ave / Liberty St
Simcoe St / Adelaide St W,Simcoe St / Adelaide St W,7382,43.6481303,-79.38632,20,REGULAR,NULL,NULL,Simcoe St / Adelaide St W
D'Arcy St / Spadina Ave - SMART,D'Arcy St / Spadina Ave - SMART,7491,0,0,0,NULL,NULL,NULL,D'Arcy St / Spadina Ave - SMART
Claremont St / Dundas St W,Claremont St / Dundas St W,7206,43.651281,-79.411717,13,REGULAR,NULL,NULL,Claremont St / Dundas St W
Church St / The Esplanade,Church St / The Esplanade,7716,43.6469251,-79.3733192,19,REGULAR,M5E 1Z4,M5E,NULL
Christie St / Benson Ave (Wychwood Barns),Christie St / Benson Ave (Wychwood Barns),7146,43.68,-79.425,19,REGULAR,NULL,NULL,Christie St / Benson Ave (Wychwood Barns)
Robert St / Bloor St W - SMART,Robert St / Bloor St W - SMART,7252,43.665846,-79.404998,18,SMARTMAPFRAME,NULL,NULL,Robert St / Bloor St W - SMART
Euclid Ave / Herrick St - SMART,Euclid Ave / Herrick St - SMART,7537,43.661559,-79.413845,16,SMARTMAPFRAME,M6G 2T4,M6G,Euclid Ave / Herrick St - SMART
Niagara St / Richmond St W,Niagara St / Richmond St W,7046,43.64534,-79.409597,26,REGULAR,NULL,NULL,Niagara St / Richmond St W
Wallace Ave / Pauline Ave,Wallace Ave / Pauline Ave,7522,43.6632257,-79.4397052,17,REGULAR,M6H 1T5,M6H,Wallace Ave / Pauline Ave
541 Huron St - SMART,541 Huron St - SMART,7531,43.670206,-79.402643,19,SMARTMAPFRAME,M5R 2R6,M5R,541 Huron St - SMART
Sherbourne St / Wellesley St E,Sherbourne St / Wellesley St E,7042,43.6673,-79.374,31,REGULAR,NULL,NULL,Sherbourne St / Wellesley St E
Adelaide St W / Strachan Ave,Adelaide St W / Strachan Ave,7473,43.64325309,-79.4123047,15,REGULAR,M6J 2S7,M6J,Adelaide St W / Strachan Ave
Cariboo St / Rail Path,Cariboo St / Rail Path,7173,43.66666667,-79.45833333,19,REGULAR,NULL,NULL,Cariboo St / Rail Path
Essex St / Christie St - SMART,Essex St / Christie St - SMART,7151,43.6686111,-79.42027778,19,REGULAR,NULL,NULL,Essex St / Christie St - SMART
80 Clinton St (North of College),80 Clinton St (North of College),7208,43.656296,-79.414663,15,REGULAR,NULL,NULL,80 Clinton St (North of College)
Alton Ave / Dundas St E (Greenwood Park),Alton Ave / Dundas St E (Greenwood Park),7343,43.66745,-79.329408,23,REGULAR,NULL,NULL,Alton Ave / Dundas St E (Greenwood Park)
Queen St E / George St (Moss Park),Queen St E / George St (Moss Park),7167,0,0,0,NULL,NULL,NULL,Queen St E / George St (Moss Park)
Bloor St W / Shaw Ave - SMART,Bloor St W / Shaw Ave - SMART,7240,43.662403,-79.423098,34,SMARTMAPFRAME,NULL,NULL,Bloor St W / Shaw Ave - SMART
